full_url,firepower,kills_per_round,rounds_with_a_kill,kills_per_round_win,rating_1.0,damage_per_round,rounds_with_a_multi_kill,damage_per_round_win,pistol_round_rating,entrying,saved_by_teammate_per_round,traded_deaths_per_round,traded_deaths_percentage,opening_deaths_traded_percentage,assists_per_round,support_rounds,trading,saved_teammate_per_round,trade_kills_per_round,trade_kills_percentage,assisted_kills_percentage,damage_per_kill,opening,opening_kills_per_round,opening_deaths_per_round,opening_attempts,opening_success,win_after_opening_kill,attacks_per_round,clutching,clutch_points_per_round,last_alive_percentage,1on1_win_percentage,time_alive_per_round,saves_per_round_loss,sniping,sniper_kills_per_round,sniper_kills_percentage,rounds_with_sniper_kills_percentage,sniper_multi_kill_rounds,sniper_opening_kills_per_round,utility,utility_damage_per_round,utility_kills_per_100_rounds,flashes_thrown_per_round,flash_assists_per_round,time_opponent_flashed_per_round,player_name,map,age,team
https://www.hltv.org/stats/players/2553/snax?maps=all,0.6,0.41,0.47,0.51,0.28,0.74,0.17,0.08,0.17,0.07,0.08,0.09,0.13,0.15,0.14,0.18,0.06,0.08,0.09,0.12,0.19,0.78,0.61,0.11,0.11,0.21,0.51,0.73,0.03,0.48,0.02,0.09,0.63,0.77,0.07,0.31,0.13,0.19,0.1,0.03,0.03,0.51,0,1.13,0.51,0.03,2.02,Snax,all,31.0,other
https://www.hltv.org/stats/players/7998/s1mple?maps=all,0.97,1.0,0.54,0.98,0.79,0.85,0.22,0.48,0.62,0.06,0.08,0.09,0.14,0.12,0.1,0.14,0.26,0.11,0.12,0.14,0.17,0.8,0.87,0.14,0.09,0.23,0.62,0.75,0.02,0.56,0.03,0.1,0.64,0.97,0.09,0.88,0.32,0.38,0.24,0.09,0.08,0.37,0,0.51,0.56,0.03,2.03,s1mple,all,27.0,other
https://www.hltv.org/stats/players/3741/niko?maps=all,0.94,0.78,0.51,0.81,0.58,0.85,0.2,0.61,0.71,0.11,0.08,0.1,0.16,0.17,0.14,0.16,0.2,0.1,0.11,0.14,0.16,0.94,0.87,0.14,0.12,0.26,0.55,0.73,0.03,0.47,0.02,0.09,0.6,0.95,0.06,0.11,0.06,0.08,0.05,0.02,0.02,0.64,0,0.74,0.64,0.04,2.04,NiKo,all,28.0,other
https://www.hltv.org/stats/players/3972/hunter?maps=all,0.88,0.63,0.5,0.67,0.47,0.82,0.19,0.78,0.52,0.47,0.1,0.14,0.2,0.24,0.15,0.17,0.49,0.11,0.15,0.2,0.19,1.08,0.63,0.11,0.09,0.2,0.54,0.76,0.03,0.45,0.02,0.09,0.59,1.1,0.07,0.0,0.01,0.01,0.01,0.002,0.0007,0.69,0,1.09,0.62,0.03,2.04,huNter-,all,29.0,other
https://www.hltv.org/stats/players/11617/malbsmd?maps=all,0.87,0.63,0.49,0.72,0.56,0.81,0.19,0.82,0.71,0.69,0.11,0.16,0.22,0.26,0.15,0.15,0.41,0.11,0.14,0.18,0.19,1.08,0.81,0.13,0.12,0.25,0.52,0.73,0.03,0.39,0.02,0.08,0.62,1.02,0.04,0.0,0.0,0.0,0.0,0.0004,0.0002,0.54,0,1.02,0.47,0.03,2.26,malbsMd,all,22.0,other
https://www.hltv.org/stats/players/19230/m0nesy?maps=all,0.89,0.78,0.51,0.72,0.79,0.8,0.2,0.74,0.72,0.26,0.09,0.11,0.19,0.23,0.11,0.18,0.51,0.11,0.15,0.2,0.19,1.02,0.82,0.14,0.08,0.22,0.63,0.75,0.02,0.67,0.03,0.11,0.58,1.18,0.1,0.93,0.39,0.49,0.29,0.1,0.09,0.58,0,0.55,0.7,0.08,2.54,m0NESY,all,19.0,other
https://www.hltv.org/stats/players/7716/chopper?maps=all,0.4,0.22,0.44,0.3,0.12,0.71,0.15,0.46,0.19,0.57,0.11,0.14,0.21,0.26,0.13,0.19,0.14,0.08,0.11,0.17,0.19,1.08,0.45,0.1,0.11,0.2,0.47,0.72,0.03,0.47,0.02,0.09,0.56,1.1,0.06,0.0,0.01,0.01,0.0,0.0008,0.0006,0.69,0,0.87,0.74,0.05,2.26,chopper,all,28.0,other
https://www.hltv.org/stats/players/16920/sh1ro?maps=all,0.85,0.7,0.51,0.63,0.81,0.78,0.19,0.64,0.72,0.15,0.08,0.1,0.18,0.21,0.11,0.21,0.61,0.11,0.16,0.21,0.2,1.01,0.59,0.11,0.06,0.17,0.66,0.77,0.02,0.87,0.04,0.15,0.65,1.28,0.16,0.94,0.43,0.55,0.33,0.11,0.09,0.65,0,0.86,0.71,0.07,2.37,sh1ro,all,23.0,other
https://www.hltv.org/stats/players/18317/magixx?maps=all,0.37,0.22,0.44,0.26,0.35,0.7,0.15,0.45,0.48,0.65,0.11,0.14,0.23,0.3,0.13,0.22,0.34,0.1,0.13,0.2,0.19,1.1,0.37,0.09,0.09,0.18,0.5,0.76,0.02,0.47,0.02,0.09,0.61,1.2,0.1,0.03,0.02,0.03,0.02,0.004,0.003,0.51,0,0.84,0.53,0.03,2.28,magixx,all,21.0,other
https://www.hltv.org/stats/players/20423/zont1x?maps=all,0.62,0.37,0.46,0.4,0.47,0.77,0.16,0.61,0.47,0.4,0.1,0.13,0.2,0.21,0.17,0.22,0.28,0.1,0.12,0.18,0.2,1.14,0.55,0.1,0.1,0.2,0.51,0.73,0.03,0.46,0.02,0.08,0.7,1.13,0.08,0.0,0.01,0.01,0.01,0.001,0.001,0.52,0,1.17,0.43,0.03,2.29,zont1x,all,19.0,other
https://www.hltv.org/stats/players/21167/donk?maps=all,0.99,1.0,0.53,1.0,0.91,0.9,0.23,1.0,0.93,0.65,0.11,0.15,0.22,0.25,0.16,0.16,0.72,0.15,0.18,0.21,0.2,1.05,0.89,0.14,0.11,0.26,0.56,0.75,0.03,0.38,0.02,0.06,0.69,1.1,0.07,0.01,0.01,0.01,0.01,0.003,0.001,0.28,0,0.61,0.4,0.02,1.99,donk,all,18.0,other
https://www.hltv.org/stats/players/9816/aleksib?maps=all,0.35,0.15,0.43,0.23,0.07,0.72,0.14,0.51,0.03,0.63,0.11,0.14,0.22,0.27,0.17,0.21,0.31,0.09,0.12,0.2,0.22,1.16,0.46,0.09,0.11,0.2,0.47,0.74,0.03,0.41,0.02,0.09,0.55,1.13,0.07,0.02,0.02,0.03,0.02,0.004,0.003,0.92,0,1.94,0.81,0.07,2.45,Aleksib,all,28.0,navi
https://www.hltv.org/stats/players/14759/im?maps=all,0.82,0.56,0.49,0.67,0.51,0.81,0.18,0.82,0.52,0.37,0.09,0.13,0.19,0.24,0.14,0.16,0.23,0.09,0.13,0.17,0.18,1.11,0.71,0.12,0.11,0.23,0.52,0.72,0.03,0.46,0.02,0.09,0.6,1.07,0.06,0.0,0.01,0.01,0.01,0.001,0.0005,0.38,0,0.64,0.47,0.03,2.17,iM,all,25.0,navi
https://www.hltv.org/stats/players/18987/b1t?maps=all,0.68,0.44,0.48,0.51,0.51,0.76,0.17,0.63,0.67,0.42,0.09,0.13,0.21,0.23,0.13,0.19,0.33,0.1,0.13,0.18,0.19,1.08,0.69,0.12,0.1,0.22,0.54,0.74,0.03,0.48,0.02,0.08,0.59,1.2,0.09,0.01,0.01,0.02,0.01,0.003,0.002,0.54,0,0.62,0.62,0.04,2.12,b1t,all,22.0,navi
https://www.hltv.org/stats/players/19206/jl?maps=all,0.78,0.52,0.48,0.6,0.51,0.79,0.18,0.72,0.45,0.44,0.09,0.14,0.2,0.25,0.15,0.17,0.36,0.1,0.14,0.19,0.2,1.08,0.6,0.11,0.1,0.21,0.52,0.74,0.03,0.52,0.02,0.09,0.69,1.15,0.06,0.12,0.07,0.09,0.05,0.02,0.01,0.56,0,0.87,0.56,0.04,2.25,jL,all,25.0,navi
https://www.hltv.org/stats/players/20127/w0nderful?maps=all,0.79,0.67,0.51,0.6,0.67,0.76,0.18,0.62,0.64,0.27,0.09,0.11,0.19,0.24,0.11,0.19,0.63,0.12,0.16,0.21,0.22,1.01,0.55,0.11,0.06,0.17,0.63,0.74,0.02,0.72,0.03,0.14,0.55,1.35,0.13,0.91,0.32,0.42,0.24,0.08,0.07,0.49,0,0.67,0.6,0.05,2.29,w0nderful,all,20.0,navi
https://www.hltv.org/stats/players/7322/apex?maps=all,0.66,0.41,0.46,0.51,0.21,0.77,0.17,0.13,0.16,0.16,0.1,0.1,0.14,0.16,0.17,0.16,0.1,0.09,0.09,0.13,0.19,0.8,0.68,0.11,0.12,0.23,0.48,0.76,0.03,0.25,0.01,0.06,0.6,0.78,0.04,0.0,0.01,0.01,0.01,0.001,0.002,0.58,0,1.13,0.44,0.05,2.39,apEX,all,32.0,vitality
https://www.hltv.org/stats/players/11893/zywoo?maps=all,0.98,0.96,0.53,0.93,1.0,0.88,0.22,0.93,1.0,0.43,0.09,0.13,0.21,0.25,0.13,0.17,0.55,0.12,0.16,0.19,0.18,1.04,0.89,0.15,0.09,0.24,0.62,0.74,0.02,0.8,0.04,0.11,0.69,1.15,0.08,0.86,0.31,0.37,0.23,0.08,0.07,0.62,0,0.96,0.69,0.06,2.34,ZywOo,all,24.0,vitality
https://www.hltv.org/stats/players/16693/flamez?maps=all,0.71,0.44,0.47,0.53,0.51,0.78,0.17,0.69,0.47,0.8,0.12,0.16,0.24,0.31,0.16,0.19,0.45,0.11,0.14,0.19,0.2,1.11,0.74,0.12,0.12,0.24,0.49,0.74,0.03,0.51,0.02,0.08,0.68,1.1,0.07,0.0,0.01,0.01,0.0,0.0008,0.0005,0.8,0,1.0,0.82,0.05,2.07,flameZ,all,21.0,vitality
https://www.hltv.org/stats/players/18221/spinx?maps=all,0.78,0.56,0.49,0.56,0.53,0.78,0.18,0.66,0.43,0.33,0.09,0.12,0.2,0.24,0.13,0.18,0.43,0.1,0.14,0.19,0.2,1.07,0.5,0.1,0.09,0.19,0.54,0.73,0.03,0.63,0.03,0.11,0.67,1.13,0.08,0.01,0.01,0.02,0.01,0.003,0.002,0.29,0,0.73,0.38,0.02,2.39,Spinx,all,24.0,other
https://www.hltv.org/stats/players/18462/mezii?maps=all,0.68,0.44,0.47,0.42,0.49,0.77,0.17,0.59,0.55,0.46,0.1,0.13,0.2,0.28,0.15,0.21,0.61,0.11,0.15,0.22,0.2,1.11,0.34,0.09,0.08,0.16,0.53,0.72,0.03,0.7,0.03,0.12,0.59,1.18,0.07,0.04,0.03,0.04,0.02,0.006,0.005,0.76,0,0.87,0.73,0.05,2.41,mezii,all,26.0,vitality
https://www.hltv.org/stats/players/429/karrigan?maps=all,0.28,0.11,0.42,0.26,0.0,0.68,0.14,0.0,0.0,0.15,0.09,0.11,0.15,0.18,0.14,0.18,0.03,0.07,0.07,0.12,0.19,0.82,0.52,0.1,0.13,0.22,0.44,0.74,0.03,0.3,0.02,0.05,0.62,0.77,0.03,0.11,0.06,0.09,0.04,0.01,0.01,0.63,0,0.84,0.62,0.03,1.89,karrigan,all,35.0,other
https://www.hltv.org/stats/players/8183/rain?maps=all,0.73,0.44,0.47,0.58,0.26,0.79,0.17,0.5,0.52,0.35,0.1,0.13,0.18,0.21,0.15,0.17,0.14,0.09,0.1,0.15,0.17,0.98,0.77,0.12,0.13,0.25,0.49,0.75,0.03,0.31,0.02,0.06,0.64,0.92,0.05,0.0,0.0,0.0,0.0,0.0007,0.0006,0.39,0,0.63,0.48,0.02,1.78,rain,all,30.0,other
https://www.hltv.org/stats/players/9960/frozen?maps=all,0.87,0.63,0.49,0.65,0.51,0.83,0.19,0.76,0.62,0.35,0.09,0.12,0.2,0.25,0.15,0.19,0.46,0.11,0.15,0.19,0.19,1.09,0.57,0.11,0.09,0.2,0.53,0.74,0.03,0.59,0.03,0.11,0.62,1.0,0.08,0.04,0.03,0.04,0.02,0.007,0.005,0.63,0,1.09,0.56,0.03,2.14,frozen,all,22.0,other
https://www.hltv.org/stats/players/11816/ropz?maps=all,0.81,0.59,0.49,0.58,0.58,0.78,0.18,0.67,0.52,0.09,0.07,0.1,0.16,0.18,0.11,0.19,0.32,0.09,0.14,0.18,0.18,1.06,0.47,0.1,0.08,0.18,0.56,0.74,0.03,0.66,0.03,0.13,0.61,1.15,0.1,0.05,0.03,0.04,0.02,0.008,0.006,0.22,0,0.44,0.39,0.03,2.06,ropz,all,25.0,vitality
https://www.hltv.org/stats/players/18053/broky?maps=all,0.64,0.48,0.48,0.49,0.49,0.73,0.17,0.56,0.55,0.4,0.1,0.12,0.2,0.28,0.11,0.2,0.58,0.11,0.15,0.22,0.2,1.03,0.36,0.09,0.06,0.14,0.61,0.75,0.02,0.69,0.03,0.13,0.64,1.22,0.11,0.87,0.28,0.39,0.22,0.07,0.05,0.64,0,0.72,0.86,0.06,2.15,broky,all,24.0,other
https://www.hltv.org/stats/players/13666/brollan?maps=all,0.73,0.48,0.47,0.56,0.47,0.78,0.18,0.71,0.4,0.44,0.1,0.14,0.2,0.24,0.14,0.18,0.29,0.1,0.13,0.18,0.19,1.11,0.76,0.12,0.12,0.24,0.5,0.73,0.03,0.5,0.02,0.08,0.68,1.08,0.05,0.0,0.01,0.01,0.01,0.002,0.001,0.57,0,1.0,0.52,0.04,2.33,Brollan,all,22.0,other
https://www.hltv.org/stats/players/16820/siuhy?maps=all,0.57,0.33,0.46,0.44,0.3,0.75,0.16,0.64,0.21,0.55,0.1,0.14,0.21,0.25,0.15,0.17,0.23,0.08,0.12,0.18,0.2,1.12,0.62,0.11,0.12,0.23,0.47,0.76,0.03,0.41,0.02,0.08,0.57,1.03,0.04,0.0,0.01,0.01,0.0,0.001,0.0007,0.72,0,0.68,0.83,0.05,2.22,siuhy,all,22.0,other
https://www.hltv.org/stats/players/18072/torzsi?maps=all,0.74,0.59,0.5,0.63,0.58,0.74,0.18,0.63,0.55,0.17,0.08,0.11,0.18,0.19,0.1,0.17,0.45,0.1,0.15,0.2,0.2,1.01,0.66,0.12,0.07,0.19,0.61,0.76,0.02,0.73,0.03,0.13,0.57,1.15,0.11,0.94,0.41,0.55,0.31,0.11,0.09,0.55,0,0.67,0.7,0.07,2.4,torzsi,all,22.0,other
https://www.hltv.org/stats/players/18850/jimpphat?maps=all,0.78,0.52,0.48,0.53,0.58,0.78,0.18,0.65,0.52,0.38,0.1,0.12,0.2,0.27,0.15,0.22,0.68,0.12,0.16,0.22,0.22,1.08,0.25,0.07,0.07,0.14,0.53,0.76,0.03,0.72,0.03,0.12,0.66,1.2,0.11,0.0,0.0,0.0,0.0,0.0003,0.0,0.46,0,0.97,0.43,0.03,2.26,Jimpphat,all,18.0,other
https://www.hltv.org/stats/players/20312/xertion?maps=all,0.74,0.44,0.48,0.56,0.51,0.8,0.17,0.76,0.48,0.56,0.1,0.15,0.22,0.23,0.18,0.18,0.2,0.09,0.12,0.16,0.2,1.13,0.81,0.13,0.14,0.27,0.49,0.74,0.03,0.33,0.01,0.07,0.6,1.03,0.06,0.0,0.0,0.0,0.0,0.0005,0.0001,0.64,0,0.96,0.54,0.03,2.01,xertioN,all,20.0,other
https://www.hltv.org/stats/players/20194/blitz?maps=all,0.81,0.52,0.48,0.58,0.53,0.82,0.18,0.78,0.31,0.36,0.09,0.13,0.19,0.23,0.18,0.17,0.37,0.1,0.14,0.19,0.2,1.13,0.63,0.11,0.11,0.22,0.5,0.73,0.03,0.47,0.02,0.09,0.63,1.07,0.05,0.04,0.03,0.04,0.02,0.006,0.005,0.88,0,1.51,0.73,0.06,2.48,bLitz,all,23.0,other
https://www.hltv.org/stats/players/20275/techno?maps=all,0.51,0.3,0.45,0.4,0.3,0.73,0.16,0.56,0.34,0.62,0.1,0.15,0.22,0.28,0.15,0.18,0.28,0.09,0.12,0.18,0.22,1.1,0.44,0.09,0.11,0.2,0.46,0.74,0.03,0.51,0.02,0.09,0.69,1.07,0.05,0.0,0.0,0.0,0.0,0.0003,0.0001,0.41,0,0.77,0.42,0.03,2.17,Techno,all,19.0,other
https://www.hltv.org/stats/players/20903/senzu?maps=all,0.8,0.56,0.48,0.6,0.53,0.8,0.18,0.77,0.69,0.29,0.09,0.13,0.18,0.24,0.18,0.17,0.32,0.1,0.13,0.18,0.24,1.09,0.76,0.12,0.11,0.23,0.52,0.76,0.03,0.43,0.02,0.1,0.63,1.07,0.06,0.1,0.06,0.09,0.05,0.01,0.01,0.38,0,0.83,0.38,0.02,2.01,Senzu,all,18.0,other
https://www.hltv.org/stats/players/21001/mzinho?maps=all,0.49,0.26,0.44,0.33,0.33,0.72,0.16,0.54,0.45,0.51,0.1,0.14,0.21,0.28,0.17,0.21,0.32,0.09,0.13,0.2,0.23,1.11,0.34,0.09,0.09,0.18,0.48,0.75,0.02,0.51,0.02,0.09,0.76,1.08,0.05,0.01,0.01,0.01,0.01,0.002,0.0008,0.49,0,0.72,0.52,0.04,2.3,mzinho,all,17.0,other
https://www.hltv.org/stats/players/21809/910?maps=all,0.62,0.48,0.48,0.44,0.49,0.72,0.17,0.51,0.43,0.15,0.08,0.1,0.17,0.22,0.12,0.19,0.46,0.1,0.14,0.2,0.23,1.02,0.6,0.11,0.08,0.19,0.58,0.75,0.02,0.73,0.03,0.14,0.57,1.13,0.07,0.92,0.34,0.47,0.27,0.09,0.08,0.45,0,0.63,0.58,0.05,2.31,910,all,22.0,other
https://www.hltv.org/stats/players/9436/nertz?maps=all,0.88,0.63,0.49,0.74,0.44,0.82,0.19,0.86,0.45,0.28,0.09,0.12,0.18,0.22,0.15,0.16,0.29,0.1,0.13,0.17,0.19,1.09,0.82,0.13,0.11,0.24,0.54,0.73,0.03,0.46,0.02,0.09,0.66,1.07,0.08,0.02,0.02,0.02,0.01,0.004,0.003,0.48,0,0.79,0.5,0.03,2.34,NertZ,all,25.0,other
https://www.hltv.org/stats/players/12018/teses?maps=all,0.71,0.44,0.47,0.53,0.47,0.77,0.17,0.68,0.52,0.63,0.11,0.15,0.22,0.29,0.15,0.18,0.55,0.12,0.15,0.21,0.2,1.1,0.58,0.11,0.1,0.21,0.5,0.73,0.03,0.44,0.02,0.08,0.64,1.1,0.06,0.0,0.01,0.01,0.0,0.001,0.0003,0.6,0,0.72,0.61,0.03,2.16,TeSeS,all,24.0,other
https://www.hltv.org/stats/players/14148/sjuush?maps=all,0.6,0.37,0.46,0.42,0.42,0.75,0.16,0.6,0.43,0.57,0.11,0.14,0.21,0.28,0.14,0.2,0.42,0.1,0.14,0.2,0.19,1.11,0.42,0.09,0.09,0.18,0.51,0.73,0.03,0.5,0.02,0.09,0.61,1.12,0.07,0.01,0.01,0.02,0.01,0.002,0.001,0.55,0,0.83,0.6,0.04,2.22,sjuush,all,26.0,other
https://www.hltv.org/stats/players/17306/degster?maps=all,0.83,0.67,0.51,0.65,0.67,0.77,0.19,0.68,0.67,0.12,0.08,0.1,0.17,0.19,0.09,0.18,0.44,0.1,0.15,0.19,0.18,1.01,0.74,0.13,0.08,0.2,0.63,0.74,0.02,0.67,0.03,0.13,0.56,1.15,0.12,0.93,0.4,0.52,0.31,0.11,0.1,0.42,0,0.92,0.53,0.05,2.43,degster,all,23.0,other
https://www.hltv.org/stats/players/19677/kyxsan?maps=all,0.46,0.22,0.44,0.3,0.3,0.73,0.15,0.53,0.17,0.58,0.1,0.14,0.22,0.28,0.16,0.21,0.27,0.09,0.12,0.19,0.21,1.14,0.38,0.09,0.1,0.19,0.47,0.71,0.03,0.53,0.02,0.1,0.66,1.17,0.06,0.0,0.01,0.01,0.0,0.0007,0.001,0.88,0,1.16,0.87,0.07,2.28,kyxsan,all,24.0,other
