full_url,player,country,age,team,firepower,rating_2,kpr,damage_per_round,dpr_win,rounds_with_kill,pistol_round_rating,rounds_with_multi_kill,entrying,saved_by_teammate_pr,traded_deaths_pr,traded_death_percentage,opening_death_traded_percentage,asists_pr,support_rounds,opening,opening_kills_pr,opening_deaths_pr,opening_attempts,opening_sucess,win_percent_after_open_kill,attacks_per_round,sniping,sniping_kpr,sniping_k_percentage,rounds_w_sniping_k_percentage,sniping_multi_kill_rounds,sniping_opening_kpr,trading,saved_teammate_pr,trade_kills_pr,trade_kills_percentage,assisted_kills_percentage,damage_per_kill,clutching,clutch_points_pr,last_alive_percentage,one_v_one_percentage,time_alive_pr,saved_per_round_loss,utility,utility_damage_pr,utility_kills_per100_r,flashes_thrown_pr,flash_assists_pr,timme_opponent_flashed_pr,is_igl
https://www.hltv.org/stats/players/21439/icy,ICY,Kazakhstan,19 years,Cloud9,62/100,1.15,0.72,70.5,92.2,49.0%,1.12,17.5%,22/100,0.09,0.1,27.2%,27.2%,0.1,19.7%,58/100,0.11,0.07,17.5%,62.6%,73.1%,1.84,93/100,0.37,51.3%,29.2%,0.1,0.08,70/100,0.12,0.16,22.9%,23.7%,98,86/100,0.04,14.9%,65.2%,1m 14s,13.1%,49/100,3.32,0.97,0.55,0.06,2.47,False
https://www.hltv.org/stats/players/7528/krimz,KRIMZ,Sweden,30 years,fnatic,63/100,1.04,0.69,75.2,66.0,47.1%,,16.8%,9/100,0.09,0.09,17.9%,17.9%,0.15,19.7%,35/100,0.09,0.08,16.8%,51.6%,74.2%,2.93,1/100,0.01,2.0%,1.1%,0.003,0.002,21/100,0.1,0.1,14.9%,21.5%,79,40/100,0.02,8.6%,59.2%,0m 49s,5.9%,44/100,4.33,0.81,0.49,0.03,1.94,False
https://www.hltv.org/stats/players/8374/bodyy,bodyy,France,27 years,fnatic,60/100,0.98,0.67,76.4,93.1,45.6%,,16.3%,53/100,0.11,0.14,25.0%,25.0%,0.16,17.5%,66/100,0.11,0.12,22.8%,49.2%,73.2%,2.77,1/100,0.01,2.0%,1.1%,0.003,0.002,22/100,0.09,0.12,17.2%,18.3%,106,35/100,0.02,8.2%,59.7%,0m 58s,4.9%,68/100,5.04,0.87,0.65,0.04,2.06,False
https://www.hltv.org/stats/players/13670/nawwk,nawwk,Sweden,27 years,fnatic,66/100,1.12,0.72,71.9,93.2,49.3%,1.11,17.7%,16/100,0.08,0.1,22.8%,22.8%,0.09,18.4%,45/100,0.1,0.06,15.6%,61.0%,75.6%,1.93,92/100,0.33,44.9%,26.2%,0.09,0.06,55/100,0.11,0.15,21.3%,20.6%,99,80/100,0.03,16.5%,53.9%,1m 15s,11.1%,40/100,2.69,0.72,0.52,0.05,2.41,False
https://www.hltv.org/stats/players/15165/blamef,blameF,Denmark,27 years,fnatic,90/100,1.23,0.76,85.2,108.1,50.9%,1.17,18.9%,9/100,0.07,0.1,20.6%,20.6%,0.15,19.5%,73/100,0.12,0.08,20.6%,59.7%,75.1%,3.3,0/100,0.01,0.8%,0.5%,0.001,0.0009,39/100,0.1,0.14,18.9%,18.8%,112,72/100,0.03,14.9%,57.0%,1m 11s,13.5%,72/100,7.2,1.59,0.54,0.04,2.39,False
https://www.hltv.org/stats/players/21062/matys,MATYS,Slovakia,22 years,fnatic,91/100,1.15,0.77,82.6,111.1,49.4%,1.23,20.0%,71/100,0.12,0.16,26.5%,26.5%,0.15,15.4%,77/100,0.13,0.12,24.4%,51.8%,71.3%,2.68,0/100,0.0,0.6%,0.4%,0.001,0.0005,63/100,0.13,0.16,20.4%,19.5%,107,28/100,0.01,5.8%,67.7%,1m 0s,5.4%,45/100,3.79,0.53,0.53,0.03,2.28,False
https://www.hltv.org/stats/players/15662/zorte,zorte,Russia,26 years,BetBoom,68/100,1.14,0.72,73.1,93.8,48.9%,1.17,17.7%,22/100,0.09,0.11,22.0%,22.0%,0.09,18.3%,72/100,0.12,0.08,20.1%,61.1%,73.7%,1.87,92/100,0.35,48.8%,27.4%,0.09,0.09,53/100,0.11,0.15,20.9%,18.2%,101,65/100,0.02,13.4%,58.5%,1m 9s,10.8%,61/100,2.86,0.66,0.89,0.08,2.39,False
https://www.hltv.org/stats/players/18506/s1ren,s1ren,Russia,22 years,BetBoom,49/100,1.05,0.66,72.3,90.4,45.9%,1.1,15.7%,65/100,0.11,0.14,30.8%,30.8%,0.15,20.2%,26/100,0.08,0.08,16.0%,48.9%,73.6%,2.56,0/100,0.0,0.6%,0.4%,0.0005,0.0,65/100,0.12,0.15,23.2%,21.6%,109,50/100,0.02,10.5%,59.4%,1m 7s,7.3%,29/100,3.41,0.8,0.39,0.03,2.23,False
https://www.hltv.org/stats/players/21667/magnojez,Magnojez,Russia,20 years,BetBoom,77/100,1.11,0.71,80.5,105.6,47.8%,1.17,17.7%,54/100,0.1,0.15,24.6%,24.6%,0.17,17.3%,80/100,0.13,0.13,26.7%,49.4%,70.9%,3.0,1/100,0.01,2.1%,1.1%,0.003,0.002,21/100,0.09,0.12,16.6%,20.1%,113,38/100,0.02,8.0%,61.0%,1m 3s,5.9%,57/100,5.74,1.03,0.47,0.03,2.33,False
https://www.hltv.org/stats/players/12092/max,max,Uruguay,25 years,9z,61/100,1.08,0.67,77.2,99.5,46.2%,1.1,16.3%,50/100,0.1,0.14,24.2%,24.2%,0.16,18.7%,69/100,0.11,0.12,23.3%,49.0%,74.4%,3.01,1/100,0.01,1.4%,0.8%,0.002,0.001,27/100,0.09,0.12,18.4%,18.2%,115,37/100,0.01,8.9%,60.9%,1m 8s,7.0%,61/100,5.2,0.74,0.53,0.04,2.52,False
https://www.hltv.org/stats/players/14736/dgt,dgt,Uruguay,23 years,9z,80/100,1.16,0.74,78.4,99.8,50.0%,1.16,18.2%,23/100,0.08,0.11,23.1%,23.1%,0.13,19.0%,45/100,0.1,0.07,16.5%,57.7%,75.1%,2.8,0/100,0.0,0.6%,0.4%,0.0007,0.0004,60/100,0.11,0.16,21.2%,20.9%,106,53/100,0.02,11.4%,62.6%,1m 9s,11.9%,31/100,3.91,1.04,0.35,0.02,2.3,False
https://www.hltv.org/stats/players/21239/martinezsa,MartinezSa,Spain,23 years,9z,64/100,1.13,0.72,71.4,94.4,49.0%,1.14,17.4%,14/100,0.08,0.1,21.1%,21.1%,0.1,18.8%,73/100,0.13,0.07,19.9%,63.5%,71.6%,1.8,93/100,0.39,53.3%,29.1%,0.1,0.09,35/100,0.09,0.14,18.8%,22.0%,99,65/100,0.02,14.2%,58.5%,1m 13s,12.4%,50/100,1.95,0.38,0.66,0.07,2.44,False
https://www.hltv.org/stats/players/22613/huasopeek,HUASOPEEK,Chile,21 years,9z,54/100,1.05,0.67,73.0,94.7,44.9%,1.17,16.4%,63/100,0.11,0.14,30.6%,30.6%,0.17,20.7%,37/100,0.09,0.1,18.5%,47.8%,72.4%,2.58,1/100,0.01,1.3%,0.7%,0.002,0.0005,49/100,0.11,0.14,20.5%,25.0%,109,46/100,0.02,8.7%,67.6%,1m 8s,7.5%,32/100,3.36,0.78,0.45,0.03,1.91,False
https://www.hltv.org/stats/players/19187/xfl0ud,xfl0ud,Turkey,21 years,Sangal,53/100,1.06,0.66,74.1,94.7,45.1%,1.08,15.9%,39/100,0.09,0.13,25.6%,25.6%,0.15,20.4%,33/100,0.09,0.09,17.8%,47.9%,72.5%,2.79,1/100,0.01,1.7%,0.9%,0.003,0.001,28/100,0.09,0.12,18.9%,19.8%,112,52/100,0.02,9.6%,63.3%,1m 7s,6.7%,71/100,5.13,0.93,0.63,0.05,2.47,False
https://www.hltv.org/stats/players/19310/lnz,LNZ,Sweden,22 years,Sangal,33/100,1.0,0.62,69.4,88.2,43.6%,0.93,14.6%,52/100,0.1,0.14,27.4%,27.4%,0.14,21.2%,29/100,0.08,0.09,17.1%,47.4%,73.2%,2.6,0/100,0.01,1.0%,0.5%,0.001,0.001,52/100,0.1,0.14,22.4%,21.8%,111,55/100,0.02,11.1%,63.2%,1m 7s,7.9%,76/100,5.26,0.96,0.69,0.07,2.37,False
https://www.hltv.org/stats/players/20245/samey,SaMey,Poland,24 years,No team,55/100,1.08,0.7,69.4,90.8,47.5%,1.08,16.9%,36/100,0.1,0.12,23.6%,23.6%,0.1,18.5%,52/100,0.1,0.07,17.5%,58.9%,73.5%,1.92,92/100,0.34,48.9%,26.9%,0.09,0.08,60/100,0.11,0.15,22.0%,22.4%,100,64/100,0.02,13.0%,62.4%,1m 9s,8.6%,60/100,3.58,1.0,0.64,0.08,2.59,False
https://www.hltv.org/stats/players/22047/yxngstxr,yxngstxr,Sweden,20 years,Sangal,45/100,1.01,0.65,70.2,91.0,45.0%,0.97,15.8%,81/100,0.12,0.16,32.2%,32.2%,0.16,19.2%,35/100,0.09,0.11,19.3%,44.2%,72.5%,2.46,1/100,0.01,1.5%,1.0%,0.001,0.001,61/100,0.11,0.15,22.6%,25.4%,107,42/100,0.02,8.9%,67.9%,1m 2s,5.3%,29/100,3.42,0.55,0.41,0.03,1.99,False
https://www.hltv.org/stats/players/22361/jottaaa,jottAAA,Turkey,22 years,Sangal,80/100,1.1,0.74,79.6,104.9,49.6%,1.2,17.9%,36/100,0.09,0.13,23.2%,23.2%,0.16,16.7%,50/100,0.1,0.09,19.0%,52.1%,74.5%,2.74,0/100,0.01,0.8%,0.5%,0.001,0.0005,55/100,0.12,0.15,20.1%,22.3%,108,52/100,0.02,11.7%,61.2%,1m 1s,5.6%,26/100,3.28,0.48,0.38,0.02,2.19,False
https://www.hltv.org/stats/players/9278/rez,REZ,Sweden,26 years,Ninjas in Pyjamas,69/100,1.03,0.7,77.4,99.2,47.0%,,17.1%,41/100,0.1,0.13,23.7%,23.7%,0.14,17.8%,60/100,0.11,0.1,21.3%,50.7%,72.5%,2.79,4/100,0.03,4.0%,2.1%,0.007,0.005,35/100,0.1,0.13,19.0%,18.9%,110,44/100,0.02,9.5%,60.9%,1m 6s,5.9%,52/100,3.95,0.66,0.63,0.03,1.77,False
https://www.hltv.org/stats/players/16811/mistem,MisteM,South Africa,23 years,Ninjas in Pyjamas,57/100,1.03,0.67,74.0,96.8,45.2%,0.96,16.5%,39/100,0.09,0.13,23.4%,23.4%,0.13,17.2%,52/100,0.1,0.11,21.3%,46.9%,72.9%,2.68,0/100,0.01,1.2%,0.6%,0.002,0.001,26/100,0.09,0.12,18.6%,18.4%,110,52/100,0.02,10.0%,59.2%,1m 0s,4.5%,75/100,4.57,0.61,0.82,0.08,2.45,False
https://www.hltv.org/stats/players/17937/isak,isak,Sweden,23 years,Ninjas in Pyjamas,43/100,1.01,0.64,72.2,92.9,44.3%,1.02,15.1%,36/100,0.09,0.13,26.6%,26.6%,0.14,19.9%,29/100,0.08,0.09,16.7%,49.0%,72.3%,2.66,1/100,0.01,1.9%,1.0%,0.003,0.003,34/100,0.1,0.13,19.8%,20.1%,113,52/100,0.02,11.3%,64.6%,1m 7s,7.9%,43/100,4.77,1.2,0.4,0.03,2.11,False
https://www.hltv.org/stats/players/20425/r1nkle,r1nkle,Ukraine,20 years,Ninjas in Pyjamas,79/100,1.13,0.74,76.3,100.0,49.6%,1.09,18.7%,15/100,0.08,0.11,19.5%,19.5%,0.1,16.3%,77/100,0.13,0.09,21.7%,57.9%,74.3%,2.06,93/100,0.36,48.2%,27.9%,0.1,0.09,52/100,0.11,0.15,20.6%,20.0%,103,63/100,0.02,14.7%,54.9%,1m 5s,10.1%,55/100,3.4,0.83,0.62,0.06,2.41,False
https://www.hltv.org/stats/players/8565/hen1,HEN1,Brazil,29 years,RED Canids,65/100,1.1,0.7,74.7,87.6,48.1%,,16.9%,11/100,0.08,0.09,20.0%,20.0%,0.13,21.4%,53/100,0.1,0.06,16.8%,61.8%,74.6%,2.28,92/100,0.34,48.0%,25.1%,0.09,0.07,30/100,0.09,0.13,18.3%,21.4%,101,69/100,0.03,14.2%,55.2%,1m 8s,11.7%,67/100,4.23,0.87,0.76,0.06,2.03,False
https://www.hltv.org/stats/players/9216/coldzera,coldzera,Brazil,30 years,RED Canids,82/100,1.12,0.75,78.0,88.1,50.1%,,18.7%,13/100,0.08,0.1,19.3%,19.3%,0.12,18.3%,40/100,0.09,0.07,16.2%,56.0%,74.7%,2.59,14/100,0.08,10.8%,6.1%,0.02,0.02,32/100,0.1,0.13,17.7%,19.6%,94,52/100,0.02,10.5%,57.9%,1m 3s,8.2%,47/100,2.51,0.54,0.7,0.03,1.64,False
https://www.hltv.org/stats/players/9911/kreaz,kreaz,Sweden,26 years,ECLOT,53/100,0.98,0.66,75.1,95.0,45.9%,,15.6%,40/100,0.1,0.13,26.6%,26.6%,0.16,19.8%,39/100,0.09,0.09,18.3%,48.8%,74.8%,2.98,4/100,0.03,4.2%,2.2%,0.007,0.004,38/100,0.09,0.13,20.2%,21.6%,113,52/100,0.02,12.1%,59.7%,1m 6s,9.0%,70/100,4.79,0.93,0.71,0.04,2.32,False
https://www.hltv.org/stats/players/12945/blytz,Blytz,Romania,24 years,ECLOT,75/100,1.1,0.71,78.9,103.4,47.9%,1.13,17.5%,58/100,0.11,0.15,25.2%,25.2%,0.16,17.4%,66/100,0.11,0.11,22.8%,50.2%,68.6%,2.92,1/100,0.01,1.7%,1.0%,0.002,0.002,52/100,0.11,0.14,20.4%,20.6%,111,38/100,0.02,8.2%,57.6%,1m 4s,7.2%,48/100,4.43,0.66,0.51,0.03,2.21,False
https://www.hltv.org/stats/players/19069/forsyy,forsyy,Czech Republic,23 years,ECLOT,67/100,1.14,0.72,73.6,96.2,48.3%,1.08,17.6%,15/100,0.08,0.1,22.3%,22.3%,0.11,20.3%,58/100,0.11,0.07,17.7%,61.6%,73.5%,1.91,93/100,0.39,54.1%,29.4%,0.1,0.08,45/100,0.1,0.14,20.3%,21.0%,103,67/100,0.02,14.9%,63.1%,1m 10s,14.2%,53/100,3.58,0.69,0.59,0.06,2.28,False
