feature,family,icc1,eta2_H,p_kw,mean,sd,q_bh
peek_shift_frac,event,0.0,0.0,0.6191477095110055,0.1264690982776089,0.24207373830638645,0.8001434938847343
speed_mean,micro,0.0,0.0,0.700365702147477,166.03726002574302,17.2629211923375,0.8264304564657584
stop_speed_at_shot,event,0.0,0.0,0.8527140252690515,24.086707842137635,14.079116891082815,0.9102003640512347
dwell_CTRL_ms,keydyn,0.0,0.17293636373070242,0.005115851021339935,486.2784229455822,530.4808699650865,0.048600584702729384
frac_walkkey,micro,0.0,0.0,0.6988436352645433,0.20981522801020316,0.1325713194892415,0.8264304564657584
frac_run,micro,0.0,0.0,0.9508092400835891,0.42499253964897876,0.14631303008332447,0.9818138892167497
lat_speed_frac,micro,0.0,0.0,0.8375307496037432,0.36351425522456626,0.10752161737041431,0.9041525137767682
shots_per_s,micro,0.0,0.015237551365293473,0.3283004388155954,0.16969971913545623,0.11687895514363966,0.5528426514345705
path_per_s,macro,0.0,0.0,0.9871485795247646,162.93572305379683,42.51724403662422,0.995991574093836
dwell_S_ms,keydyn,0.0,0.0,0.8077850888136933,382.52927894981116,155.49216367882406,0.8923207376430333
dwell_A_ms,keydyn,0.0,0.0,0.4385792792367109,384.605212253995,119.58075339886263,0.6510161176169927
presses_W_per_s,keydyn,0.0,0.0,0.6800417910589236,0.42908086113712246,0.11916199845429061,0.8264304564657584
stop_shot_frac,event,0.0,0.0,0.5801791943957844,0.271968898214325,0.22656637027857557,0.776296105177458
presses_A_per_s,keydyn,0.0,0.0,0.6505878109466512,0.7575453163435598,0.2112192257181801,0.8180836211166006
presses_SHIFT_per_s,keydyn,0.0,0.0,0.6232696689207404,0.13069787879845304,0.07996883803525422,0.8001434938847343
combo_D,keydyn,0.0,0.0,0.8632168632363283,0.12506289383985952,0.048846434573418224,0.9111733556383466
combo_SA,keydyn,0.0,0.0,0.7355925300223569,0.020559530691428424,0.015966275312392125,0.8384666176551496
stop_counterstrafe_frac,event,0.0,0.020771828855383482,0.2936056261425327,0.8084455870535822,0.20576625609828436,0.5335710200534702
stop_release_frac,event,0.0,0.0,0.5540641369287861,0.11790121022432024,0.13113272696710748,0.7593531433349917
stop_overshoot_frac,event,0.0,0.032467457509753786,0.2291250337579313,0.7168720597542655,0.2453296886360347,0.4947017774318972
wide_return_frac,event,0.0,0.0,0.7502069736914496,0.02127659574468085,0.14507865158346242,0.8384666176551496
